Date,Time,User1 ID,User2 ID,Message,Aggressive,CB
﻿10.10.2020,18:11:23,77,46,Ustaad kehen lage   Yeh ladki agar singing seekh le to bohat acha gaegi  ,0,1
﻿13.4.2020,1:18:40,63,49,Ideas phainkay gaye aur chand main se aik samne aya.,0,1
﻿29.10.2022,12:28:56,79,16,Emperor Yuryaku was younger son of Emperor Ingyo.,0,1
﻿25.5.2022,22:57:21,34,96,اس بار کچھ کام زیادہ ہی خراب ہو گیا لاکھوں لوگوں نے مجھے ناپسند کیا ہے,0,1
﻿6.6.2022,4:32:32,36,41,I think that the Classic Differences ; Current Conflicts and Unorthodox Practices sections in the current article should be merged into one according to Hawstom's outline. What do you think? ,0,0
﻿26.6.2021,21:58:36,61,75,تم نے مجھے جواب میں گدھا کہا ہے میں نے انٹرنیٹ پہلی بار استعمال کیا پر گالیوں میں میں تیری ماں ہوں,1,1
﻿20.2.2022,1:17:29,94,71,ACCUSATIONS  You sir are an anti-semite. This is made abundantly effin clear by the fact that in every Wikibattle you get into; you are always on the opposing side of Jewish interests. You're really damn sick! You act like Joe Sobran is some effin herohe has stated that he thinks Jews as a people; not as supporters of Israel; but as a people; are diametrically opposed to the interests of the US as a whole (and this need to be removed). The fact that you deny this is anti-semitism makes it clear that you are a sick anti-semite. Shame on you!!!!!! CaliforniaDreamlings,1,1
﻿7.5.2022,17:32:32,59,74,For reactive impedances Moving here until it  s right Jacobi obtained his theorem by logical reasoning; but the mathematical proof is as follows. In the diagram opposite; power is being transferred from the source; with voltage and fixed source impedance ; to a load with resistance ; resulting in an instantaneous current . is simply the source voltage divided by the total circuit resistance The average power dissipated in the load is the square of the current multiplied by the resistive portion of the load impedance We could calculate the value of Zload for which this expression is a maximum; but it is easier to calculate the value of Zload for which the denominator is a minimum. The result will be the same in either case. Differentiating with respect to Zload For a maximum or minimum; the first derivative is zero; so or In practical resistive circuits; Zsource and Zload are both positive. To find out whether this solution is a minimum or a maximum; we must differentiate again This is positive for positive values of Zsource and Zload; showing that the denominator is a minimum; and the power is therefore a maximum; when Zsource = Zload,0,1
﻿6.4.2020,14:50:33,63,49,Bygharet docter pakistan k ghaddar lanet hai in sab par allah us k rasul or tmam frishton ki jo chand passon k liay apna emaan tak bech dety hain,1,1
﻿29.11.2022,2:50:08,36,81,تیری ماں کی چوت کچھ بھی جھٹو سی چیز بنا رہے ہو,1,1
﻿29.5.2022,25:56:37,59,74,I put it on the history the best I could you cunt. Now go fuck your mother. ,1,1
﻿6.1.2022,2:31:16,69,77,I removed The modified adjacency matrix is generated by replacing all entries greater than 1 in the adjacency matrix by 1. from the article. The edges in graphs are defined as a set; so it is not possible that an edge (vi;vj) is contained more than once. I think the adjacency matrix should be a (0;1) matrix and perhaps in a subsection someone could extend this definition to count the number of edges two vertices share. ,0,1
﻿11.11.2022,23:35:57,36,81,کون چوتیا ہے جو ان لائیک کر رہا ہے,1,1
﻿30.3.2022,20:39:38,94,71,Actually; I was intent on gaining due recognition for my role in the creation of Encyclopædia Dramatica. I haven  t vandalized anything. ,0,1
﻿19.5.2022,8:36:51,59,74,You confessed to be an animalfucker= You finally did it; now get a life animalfucker.,1,1
﻿30.3.2022,23:45:59,95,66,Iss mein koi burai nahi,0,1
﻿26.2.2022,16:31:01,94,71,It was a group of students which included me who often got bored and just had fun with vandalizing articles here. But after what he said; we  ve learned our lesson and have now stopped. As long as no other students I don  t know about start vandalizing  ,0,1
﻿12.1.2019,2:56:35,81,64,Damn!! 2 weeks? How will I outsmart clever cunts like you? Hmmm... Crooked bastards. People will hopefully see the history and go see what a rubbish biased editor Ryulong is. Obsessed with INCEST... see you guys on the next IP you cunts... ,1,1
﻿7.4.2022,19:00:03,94,71,how dear you who ever put on hi shit haeds i my going to sue the people who made this web sit P.S Just jocking i culdn't care less if or diidn't have hi shit heads,1,1
﻿12.12.2022,5:14:42,36,81,گیا وہ گانڈو اب وہ نہں آئے گا,1,1
﻿13.5.2022,23:03:10,59,74,a problem I do have a problem. Some maniac has nominated you for ADMIN. That's nuts. nobody is being harrassed. Why does the truth hurt you so bad? your bullying aint working out for you on this one huh? awww. You tried to say that ALL AMERICANS HAVE INCEST on the Jeremy Clarkson page and went to great lengths to make it stay that way... I HAD YOU REVERSED... you're burned. You were wrong. Now it has the correct quote AND the source. I was suspended for my troubles. You tried VERY hard to prevent this. It's all there in the history. You are a weasel. I'm sorry that they picked on you in school; but picking on me is gonna make your life much worse. When I tried to start a discussion about it; you repeatedly deleted my TOPIC. you even had your little friends wrongfully block me. So.... FUCK YOU and Eat shit. I WILL make sure that your NOMINATION page reflects the truth. Fuck you very much. You bullied the wrong person. YourCousin ,1,1
﻿29.12.2019,2:24:43,64,60,Inshallah imran khan kon1 dafa any do pher dekhty hy hum din rat ek kar k afia sis k lea awaz otayengy,0,1
﻿10.1.2022,17:43:03,69,77,Leave the tags until we reach consensus on this discussion page. ,0,1
﻿3.4.2022,7:53:39,94,71,Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuck You! Fuc,1,1
﻿21.10.2022,14:52:04,36,81,میں انڈیا سے ہوں اور سیٹھی چوتیا ہے سالا,1,1
﻿12.3.2022,9:44:27,94,71,This article was taken from part of the former article Historical weights and measures; which was move to Ancient weights and measures. As a result; some of the discussion & history for Mediaeval weights etc. may be found in Talk Ancient weights and measures The reason for splitting the articles was simply size over 41Kb. It is intended that these articles are closely linked. ,0,1
﻿10.6.2022,9:26:20,59,74,A sockpuppet leave me alone.,1,1
﻿17.2.2022,6:07:37,94,71,What does that mean? ,0,1
﻿20.2.2022,9:29:22,94,71,You are the troll; leave my talk page alone....stop harassing me for no reason. What is wrong with you? ,1,1
﻿19.5.2022,5:09:45,59,74,wiki sucks ass. from admin,1,1
﻿7.7.2021,25:32:41,61,75,شام ادریس کو بس سارے چوتیا دیکھتے ہیں,1,1
﻿26.10.2022,11:09:37,36,81,دکی بھائی اپنا بھائی ہے چوتیے شام تیری ویڈیوز دیکھ کر بہت خوشی ہوئی,1,1
﻿1.7.2021,13:44:58,26,59,Her waqt time change...ary nay ramzan main bohat hi bore kia...ramzan transmission zabardasti hum pay musalat ker di gaye hey...ramzan main game show kerna ramzan ki beyadbi hey or boriat alag,1,1
﻿2.12.2020,10:38:42,31,46,Altitude nor the apostates themselves who delude others with them believe in them or entertain any illusion about them. Their purpose in citing these verses is to win favor in the eyes of the Gentiles by demonstrating that they believe the statement of the Koran that Mohammed was mentioned in the Torah. The Muslims themselves put no faith in their arguments; they neither accept nor cite them; because they are manifestly so falicious. Mohammed claimed that Deuteronomy 18 15 specifically refers to him. He said that it was he who God arose as a prophet from the midst of thee. Of course; he himself nor anyone else ever found one word in the scriptures that proved that Mohammed arose as a prophet. Yet; he and his blind followers accuse us of manipulating the text of the Torah. They ignorantly claim that we purposely removed every trace of the name of Mohammed from it. However it was they that would not accept the main precepts of the Torah; out of defiance to the Revelation at Sinai. So in great desperation they created a book that horrendously warps and taints our scriptures and undermines Moses as the greatest Prophet. ,0,1
﻿20.10.2022,22:04:10,36,81,کیا ہوگیا ہے بھائی تیرا ہومر کہاں گیا,0,1
﻿6.12.2022,17:03:07,36,81,صیح سے چودا ہے اسے بہت اچھا کیا,1,1
﻿19.11.2022,24:29:23,6,65,"Kisy Nachan wali Orat Da Bacha""",1,1
﻿2.6.2022,11:01:45,59,74,Coming out of the closet are we...Your pic gives off a definite gay-vibe ,1,1
﻿1.4.2022,9:58:57,94,71,So what are we going to do with the South Bay area of San Francisco Bay? ''' ,0,1
﻿18.10.2021,9:51:30,42,57,Is kheel ke sare geet super hit howae aur is ke sath hi kamyabi ne un ke qadam chomme,0,0
﻿14.6.2021,12:42:31,61,75,بھائی آخر کار ایک ماہ کے بعد ویڈیو ڈال دیا کرہم ٹویٹ ویڈیوز کو دیکھ کر ہی دنیا میں جیتے ہیں,0,1
﻿22.3.2022,18:36:33,94,71,Nice== I love how you sick your pet admins on people. You can delete users comments and leave behind nasty comments in the history but when someone does it to you; you cry like a little baby. You do not have a heart or soul; you are a shallow little cowardly man. It is a small wonder why you are so disliked on Wikipedia.,1,1
﻿8.3.2021,2:48:11,66,15,چودو یار اس شام کو صیح طرح سے پوری زندگی پاکستان اور پاکستانی کی بے عزتی کرو گے,1,1
﻿18.3.2022,2:35:53,94,71,Greetings Hello! You make an interesting point regarding inherent bias it would be great if you registered an account - although you seem quite knowledgeable about this place; hence why I wondered if you were editing anon. on purpose. If you are interested in a proper study of admins politial leanings; leave a message on my talk page; and we will discuss this further. It should be an interesting and informative exercise; regardless of outcome. ,0,1
﻿2.4.2020,12:57:01,66,2,I'll remember that. Perhaps your school network admin could also take more steps to ensure that the school's users aren't using its service to vandalize websites. ,0,1
﻿29.5.2022,16:30:47,59,74,still missing something.... care to explain what just happened? i didnt do it on purpose; whatever it was...,0,1
﻿10.7.2020,1:50:18,12,27,States have ratified or acceded to the Covenant Afghanistan; Albania; Angola; Algeria; Argentina; Armenia; Australia; Austria; Azerbaijan; Barbados; Belarus; Belgium; Belize; Benin; Bolivia; Bosnia and Herzegovina; Brazil; Bulgaria; Burkina Faso; Burundi; Cambodia; Cameroon; Canada; Cape Verde; Central African Republic; Chad; Chile; Colombia; Congo; Costa Rica; Cote d'Ivoire; Croatia; Cyprus; Czech Republic; Democratic People's Republic of Korea; Democratic Republic of the Congo; Denmark; Dominica; Dominican Republic; Ecuador; Egypt; El Salvador; Equatorial Guinea; Estonia; Ethiopia; Finland; France; Gabon; Gambia; Georgia; Germany; Greece; Grenada; Guatemala; Guinea; Guyana; Haiti; Honduras; Hungary; Iceland; India; Iran; Iraq; Ireland; Israel; Italy; Jamaica; Japan; Jordan. Also Kenya; Kuwait; Kyrgyzstan; Latvia; Lebanon; Lesotho; Libya; Liechtenstein; Lithuania; Luxembourg; Madagascar; Malawi; Mali; Malta; Mauritius; Mexico; Monaco; Mongolia; Morocco; Mozambique; Namibia; Nepal; Netherlands; New Zealand; Nicaragua; Niger; Nigeria; Norway; Panama; Paraguay; Peru; Philippines; Poland; Portugal; Republic of Korea; Republic of Moldova; Romania; Russian Federation; Rwanda; Saint Vincent and the Grenadines; San Marino; Senegal; Seychelles; Sierra Leone; Slovakia; Slovenia; Somalia; South Africa; Spain; Sri Lanka; Sudan; Suriname; Sweden; Switzerland; Syria; Tajikistan; Thailand; The former Yugoslav Republic of Macedonia; Togo; Trinidad and Tobago; Tunisia; Turkmenistan; Uganda; Ukraine; United Kingdom; United Republic of Tanzania; United States; Uruguay; Uzbekistan; Venezuela; Viet Nam; Yemen; Yugoslavia; Zambia and Zimbabwe.,0,1
﻿9.2.2022,19:34:09,94,71,There should be more info on this around. I  ll go and find the original links I used; and then see if I can get more detail from somewhere. ,0,1
﻿17.12.2021,5:16:13,69,77,You know; if I loved stereotypes as much as you do; I'd call that typical male arrogance!,1,1
﻿1.4.2022,3:28:24,31,76,Khayal kuch yoon tha k koi to NED ki robot complete karlay maze.,0,0
﻿8.7.2020,25:49:36,74,77,MYN ISSE UMEED PR YE VIDEO SHEIR KR RHA HON K AB ISS ELECATION MEIN ELECATION CAMMISTION NOTS LY KR APNY QANOONI IKHTEYAR KO ISTMAL KRY GA OR ELECATION KA AML SHFAF HO JAEY GA INSHA ALLAH .....,0,1
﻿22.7.2020,2:50:10,7,50,I love krachi,0,0
﻿20.11.2020,16:30:44,27,12,Sadar Ayub Khan ki ki fauji aamriyat ke khilaf awami jalson aur mushaiyron mein khul kar inqelabi nazmein parhe,0,0
﻿24.2.2022,25:38:09,94,71,I 'm sorry the RFC snowballed. I think RickK is great sysop. For the record ; I said behaving like not ; are a troll. ,0,1
﻿4.3.2022,7:07:39,94,71,Glyconol was a dietary food supplement given to Hitler.,0,1
﻿7.6.2022,13:38:03,59,74,IT IS NOT A TKO YOU IDIOT!!!YOU HAVE NO IDEA WHAT IT IS AND IT'S A SWINGING NECKBREAKER YOU VERY UNSMART AND VERY UNCLEVER FAGGOT;GOT IT!!! DARK-HOODED SMOKER,1,1
﻿20.2.2022,25:15:12,94,71,Thanks for experimenting with Wikipedia. Your test worked; and has been reverted. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia. Thanks. ,0,1
﻿29.6.2020,14:50:52,7,50,Allah AP sab ki muradn poore kary,0,0
﻿2.7.2022,12:29:03,59,74,You are wrong my friend. As anyone can see the first and the second as well as the third edit were not the same. I put new information; because you are the one who keeps deleting sourced parts. So I ask admin to block you; for nationalistic actions; removing international sources (ICTY judgement) in order to minimize genocide commited by Serbs in Srebrenica. Obviously you are afraid to talk about the truth so you are going around to report me for 3RR; which I btw did not break. Also I would like admins to see the whole discussion here . Regards. ,1,1
﻿6.11.2021,13:14:51,42,57,Pehle nae thi Elm main baatain ab ap ne bataien hain in raaton ki ehmiat tu bilkul nafl tahajud zaroor parhen ge,0,0
﻿6.4.2021,16:57:05,66,15,بہن چود اگر تم پاکستانیوں کو چوتیا کہتے ہو اور پھیر اپنے آپ کو پاکستانی بھی کہتے ہو,1,1
﻿17.2.2022,15:20:46,94,71,First and foremost there is not and never has been any ``Wikistalking.`` This is paranoia on Chadbryant's part and has been present in numerous remarks he has made; not just those dealing with reverting. I do find it humorous; however; that he has to claim ``Wikistalking`` yet he has a history of reverting an article in an edit war but trying to claim he is in no violation of a 3RR rule as a result of his changing non-existant ``vandalism.``  Second of all; I did not attack his talk page. You may go and see the history of the page if you wish to verify this; but all I did was make a comment that was not in agreement with what he said. Because he dislikes me; and because of his paranoia; AND possibly because of other reasons (which I won't go into because he'd just cry about personal attacks); he removed the comments I made. All because they didn't go with what he said and believed. This was immature; selfish; childish and stupid at best; but as I said on another page if he wants to look that way who am I to stop him?  Then there is this ``appeared as another blah blah blah as soon as blah blah blah.`` Isn't this funny or what? He has to go and request a checkuser because he can't tell who is who yet he has no problem pulling out the sockpuppet accusation and whipping it around like a cowboy's lasso at a rodeo. Of course there's no WAY Chad could ever be despite evidence pointing towards him. For it would be unthinkable for someone to directly accuse him of the same behavior of which he so loves to accuse others.  ``Made allegations of stalking`` [ . . . ] ``to paint himself as a victim.`` Did Chad even read what he wrote? Did he realize that he claims I made allegations of stalking to paint myself as a victim yet in the same remarks he claims Wikistalking on himself? I mean; you just gotta laugh sometimes at these things; you know? But being a hypocrite is nothing new to him.  As for the attacking of the external link he still has no proof I am that person who he claims that I am. This is the same debacle he got into with . And how fucking funny is it for him to claim I am that person; yet three paragraphs later he has to go and claim a checkuser? You get the idea; I hope/think. This is stupid; but when you are dealing with Chadbryant; you have to expect that.  `,1,1
﻿8.12.2022,7:44:15,36,81,بھائیوں اس کی ہر ویڈیو کے نیچے کمنٹ میں جا کر لکھو کہ باہر جا کر اپنی اوقات ہی بھول گیا ہے لوڑا,1,1
﻿16.8.2019,11:26:14,33,29,بھائی یہ اوم پرکاش سے لیا تھا صیح ہو تو کمنٹ کرو,0,1
﻿21.10.2022,25:11:42,79,16,You really are astonishingly stupid AND STUBBORN. Moron; the four cities above are just 4 of many many many cities and villages in the HUGE province of the [Old] Khorasan. And unlike what you think of the above four none is in Iran; and Merv and Bukhara are not in Afghanistan. What the hell is the point of mentioning only 4 cities out of scores cities? Modern Afghanistan is not any more or less ``khorasan`` than modern Iran or modern Uzbekistan or parts of modern Turkmenistan is. You clearly have no grasp on this subject. What can we expect from a Turkic mutt who thinks ``Fravahr=Ahura Mazda`` and thinks ``Aryana=Afghanistan`` and thinks ``Khorasan=Afghanistan``?  I honestly wish I had your brain .... I would feed it to my plants. I am done with you; you are a complete waste of time. Go ahead and put whatever bullshit you wish in the article and be happy that ``you won`` cuz your only aim seems to be just winning the argument at any cost; regardless of the facts; and that level of ``intelligence`` is more tha I can handle. If you had even a modicum of a brain; I would have attempted to teach you what yeki bar sare shakh bon miborid means.`,1,1
﻿8.12.2021,10:12:00,69,77,J;ALSDFSML;KFJSDF THIS MAN LIKES TO SUCK MAJOR DICKS.,1,1
﻿26.6.2021,4:48:09,61,75,بھائی ایک اور کسی جگہ کا ٹور بنا دے,0,1
﻿1.3.2022,21:12:14,94,71,I agree with IR; seen it at my highschool. It was used sarcastically about the biggest 3 gay guys until their senior year when they came out together... one was upset that no one was suprised; they thought they would shock the school!,0,1
﻿3.9.2019,1:08:15,33,29,پیارے دکی بھائی کو ایک چومی اور بھوسڑی کے شام سالے کے لیے ایک چوپا ادھر ایک چوپا ادھر,1,1
﻿20.7.2021,7:03:45,61,75,چوتیوں کی نگرانی میں ہا ہا,1,1
﻿18.6.2022,7:33:24,59,74,WHY! Why did you block me. You can't just do that you need to get beat up and knocked out.,1,1
﻿23.11.2021,15:20:33,69,77,I removed the deletion tag from . You should assume good faith on such edits and assume that the user simply forgot to log in before editing their user article. This isn't that uncommon. == ,0,1
﻿20.4.2020,11:41:40,13,77,Aap ka inteqal 25 August 2008 ke roz Islamabad mein hua,1,1
﻿10.5.2022,10:33:06,34,96,چکن ڈنر کے لیے ترکیب,0,1
﻿30.7.2021,4:28:19,26,59,Sundar Industrial Area Mein Factory Ki 3 Manzala Emarat Gir Gai 10 Afrad Janbahaq 24 Zakhmi,1,1
﻿30.3.2022,8:15:01,31,76, Liyari Gang war ke sarghana Abdul Rehman Baloch ki halakat aur under world don Shoaib Khan ki giraftari bhi Chaudhry Aslam ke hathon hoi,0,0
﻿11.12.2021,10:19:20,69,77,Bluenorth== Run by one guy; is one guy; a gun-toten state welfare fraud investigator who; to his credit; did start the technique of ``call blasting``. Request to intelligent admins; bureaucrats; etc for edit== I saw this and it is a good idea.: Quote: (Beckjord) I SEEK ONE OR TWO INTELLIGENT ADMINS OR BUREACRATS WHO REALLY; REALLY WANT THE BIGFOOT AND PG FILM ARTICLES TO BE ACCURATE AND UP TO DATE. I can submit info and references to them; and they can insert them into the articles; with proper wikian references. I am writing a book and a screenpaly for tv; and have no time to waste becoming a good Wiki editor. Let others who know; do that. I am really doing wiki a favor by this; and anyone who thinks this is all a game on MY part; is simply deluded. I just see bad;bad;bad; outdatedinfo; and weird power-hungry anonymous freaks playing power trip games. I have zero respect for 90% of the people I see here. I'm looking for some actual ``INTELLIGENT`` PEOPLE who have an interest in the topic. Contact me at rudy@stealthaccess.net for privacy; or on my user page or here; if you really want everybody to see what you do and think; which is realllly weird; imho. I do this since BF page is really a popular page; and may be getting more hits than any Bigfoot site anywhere. Yet; Wiki feeds the readers old; old; outdated info by really bad authors; like Pyle; (a dilettante; BTW) instead of John Green or Peter Guttilla.  >>>an idea whose time has come<<,1,1
﻿9.2.2022,23:30:50,94,71,Why do you think this was an attempt to coerce or intimidate governments or societies ? ,0,1
﻿6.11.2022,3:25:16,36,81,اس لونڈیا کو شا م ادریس کا ٹٹہ بھی لائن مارے گا نا تو یہ اس کے ساتھ بھی ڈیٹ پر جائے گی چوتیا پاکستانی عوام,1,1
﻿17.2.2022,17:30:26,95,66,27 October 2006 baroz juma ko subha sawa 11 baje Peshawar mein inteqal kar gaye marhom ki umar 91 baras thi,1,1
﻿17.3.2022,25:25:19,5,14,Because of the wrong name; the defintions are incorrect and much of the information provided is incorrect. For example; the population of the Israeli settlements is underestimated by some 7 million people. Hence the accuracy warning. Versions An anon made some POV edits to the intro on the 22nd-23rd;  I've restored the original opening paragraph. Thank you; Jayjg. Nevertheless; the general problem of this article prevails. ,0,1
﻿10.2.2022,4:51:27,94,71,Let's see some proof. Or does that go against your ingrained fascism?,1,1
﻿28.10.2022,17:32:52,36,81,بھائی کیری کیا ہم گیتا کھیل سکتے ہیں,0,1
﻿25.2.2022,4:08:55,5,14,PICTURE YOUR MOTHER WITH HER WRINKLED UP ASS IN THE AIR!!! GREASE UP THAT POOPER AND JAM IT IN!! (go fuck your mother) You better leave me alone you little runt ,1,1
﻿30.11.2020,11:44:01,9,68,A person with primacy; an archbishop or the highest ranking bishop in the province. I will add; highest ranking bishop or archbishop,0,1
﻿20.2.2021,9:31:24,66,15,واؤ بھائی کیا بات ہے,0,1
﻿23.6.2021,14:23:03,8,73,Es insaan ko pori duniya ke smny aag lga deni chahiyE....Lanat h,1,1
﻿5.2.2021,23:36:51,29,27,BeShak Allah 70 maaon sy ziada pyaar farmaty hain. Sabr kijeye :),0,1
﻿5.4.2022,20:30:21,94,71,Goals Here The goal for this page and related pages isn  t to parrot the RSAs themselves(that can be put on Wikisource ; but rather to act as plain speech versions of the laws. ,0,1
﻿2.4.2021,25:14:20,66,15,اور ہاں دکی بھائی اس نے اپنے چینل پر گانڈوپن تونہیں کیا,1,1
﻿5.6.2022,9:32:37,34,96,بھائی دیپک کے پیچھے آپ کا ہاتھ ہے,0,1
﻿26.3.2022,17:22:27,94,71,Natianal Socialism was just a political movement; like Republican. It only became a crime when the Germans lost the war. Imagine if US lost a war to someone; and being a Democrat made you a war criminal . This is basically the situation thanks to the heebs. ,0,1
﻿4.1.2020,6:02:53,92,92,JESUIT HIGH SCHOOL SUCKS!  GO GLENCO! FIGHT! FIGHT! FIGHT!,1,1
﻿9.6.2022,4:07:47,59,74,This is what i mena SOME TOTAL BULLYING LITTLE HITLER CAM ON MY WEBSITE BANNED ME FOR 48 HOURS FROM EDING THEN REMOVES THE POST HE IS INDIVIATE OF LITTLE HITLER TYPES LITTLE HITLER = PETTY BULYINGF LAW ENFORCER THAT IS WHAT HE WAS.,1,1
﻿19.3.2022,17:17:13,94,71,fucking faggot hopefully somone rapes or eats you soon you fucking idiot,1,1
﻿16.7.2020,19:52:19,67,26, In ke kaam se andaza hota hai ke wo apne ahead se bohat aage the,0,1
﻿10.4.2020,18:16:45,71,40,To the person who created this page Thanks for your work getting this article going! It sounds like an interesting film. Please note that there is a really easy way to create internal link within Wikipedia just add two brackets; not one; on either side of the word you want to link. Good luck with future editing.,0,1
﻿16.9.2020,12:27:49,77,46, Estate department se wabistegi ke sath sath wo aik muallima ki hesiyat se bhi faraiyz anjaam deti rahin,0,1
﻿18.5.2022,1:19:16,59,74,This man deserves another shot at becoming a federal judge given all his hard work since coming to America. Those dirty Democrats had no right to gripe about John Roberts and Sam Alito being two more white guys after what they did to this man. I remember reading some complaints by those dirty Democrats and liberal Latino voters about Bush failing nominating a Hispanic to the Supreme Court; and I thought to myself; ``Well; what the hell about Miguel Estrada; you schmucks?`` The man received a unanimous well-qualified rating from the American Bar Association; and yet the Democrats filibustered him. They claim he didn't provide enough information about his views; but I think what really bothered them was the fact that he is a conservative Hispanic. This just goes to show you what those dirty Democrats really are whenever blacks and Hispanics step out of line by espousing conservatism.`,1,1
﻿22.3.2022,1:13:38,95,66,Bachay dhoka dhoka,1,1
﻿9.3.2021,13:05:52,50,98,Sub Se Zaiyda Mein 136 Jagah Hazrat Mosa A S Ka Zikar Aya Hain ,0,1
﻿13.11.2022,2:17:35,36,81,لوڑے لگ گئے سب ,1,1
﻿10.2.2022,5:07:39,94,71,Is awk really feature complete enough to be considered a general purpose programming languagE? I've always considered it more of a text manipulation language. ,0,1
﻿11.11.2022,6:26:05,36,81,چوتیارے انڈین سالے,1,1
﻿21.2.2022,24:49:56,94,71,Xalwine lives! im'a cutcho penis off bitch. then everyone will know the name of Xalwine. hows that for a credible source.,1,1
﻿29.3.2022,24:02:13,94,71,stop deleting my stuff! He's all right with it. The whole world needs to know he's fucking gay.,1,1
﻿12.5.2019,19:01:57,89,56,Jagah jagah tumhari taswirein lagi hain aur Mianwali mein sirf tumhari cassette he farokht hoti hai; to Attaullah Esakhelvi ne phir Esakhel jane ka qasd kiya,0,0
﻿26.2.2022,1:43:28,94,71,Hey Sonja ) Take a look at Talk Queer; I've done the sidebar for you. I hope you like it; and you can tweak it to your heart's content the syntax is pretty straightforward. Though have a look at ; the usage of the word queer is somewhat discouraged. ,0,1
﻿5.4.2020,6:23:03,63,49,Kaminii ‚tum ao tumhy bethny bhi nae dena mene aty e tere hath mein deni mne  ‚,1,1
﻿30.11.2021,20:44:23,69,77,WHO GIVES A FUCK IF ITS GOT A LITTLE HYPHEN IN THE MIDDLE; YOUR A FUCKING-NERD WHO HAS NO LIFE; NO CLASS AND NO CHANCE OF LOSING YOUR VIRGINITY ,1,1
